Date,Close,High,Low,Open,Volume,return,RSI,ADX20,MACD,MACDsignal,MACDhist,Upper_Band,Middle_Band,Lower_Band,Band_Width_Pct,VIX_Close,VIX_High,VIX_Low,VIX_Open,VIX_ma30,guardian_sentiment,sp500_news_sentiment,next_day_return
2019-01-02,2510.030029296875,2519.489990234375,2467.469970703125,2476.9599609375,3733160000.0,,,,,,,,,,,23.21999931335449,28.530000686645508,23.049999237060547,27.540000915527344,,-0.4240866140885787,-0.1542759841041905,-2.506833181891511
2019-01-03,2447.889892578125,2493.139892578125,2443.9599609375,2491.919921875,3858830000.0,-2.506833181891511,,,,,,,,,,25.450000762939453,26.600000381469727,24.049999237060547,25.68000030517578,,-0.5338725845019022,0.0298416242003441,3.375939906034647
2019-01-04,2531.93994140625,2538.070068359375,2474.330078125,2474.330078125,4234140000.0,3.375939906034647,,,,,,,,,,21.3799991607666,24.479999542236328,21.190000534057617,24.36000061035156,,-0.1960765264100498,-0.3402862299233675,0.6985975995229761
2019-01-07,2549.68994140625,2566.159912109375,2524.56005859375,2535.610107421875,4133120000.0,0.6985975995229761,,,,,,,,,,21.399999618530277,22.709999084472656,20.90999984741211,22.059999465942383,,-0.3300939343041844,0.0051182545721531,0.9648587336497393
2019-01-08,2574.409912109375,2579.820068359375,2547.56005859375,2568.110107421875,4120060000.0,0.9648587336497393,,,,,,,,,,20.46999931335449,22.030000686645508,20.09000015258789,20.959999084472656,,0.0799352878497706,0.2274693109095096,0.40896713328221607
2019-01-09,2584.9599609375,2595.320068359375,2568.889892578125,2580.0,4088740000.0,0.40896713328221607,,,,,,,,,,19.979999542236328,22.799999237060547,19.479999542236328,20.440000534057617,,-0.6567210751984801,-0.2350155055522918,0.4508241374462229
2019-01-10,2596.639892578125,2597.820068359375,2562.02001953125,2573.510009765625,3721300000.0,0.4508241374462229,,,,,,,,,,19.5,21.31999969482422,19.290000915527344,20.979999542236328,,-0.5082490618985432,0.0602868106216192,-0.01463085444824661
2019-01-11,2596.260009765625,2596.27001953125,2577.39990234375,2588.110107421875,3447460000.0,-0.01463085444824661,,,,,,,,,,18.190000534057617,20.15999984741211,18.1200008392334,19.68000030517578,,-0.5555513948202133,0.4158923399324218,-0.5271394587249489
2019-01-14,2582.610107421875,2589.320068359375,2570.409912109375,2580.31005859375,3689370000.0,-0.5271394587249489,,,,,,,,,,19.06999969482422,20.270000457763672,18.700000762939453,19.84000015258789,,-0.4005702798339454,-0.1408324143849313,1.0664618879761
2019-01-15,2610.300048828125,2613.080078125,2585.10009765625,2585.10009765625,3601180000.0,1.0664618879761,,,,,,,,,,18.600000381469727,19.200000762939453,17.979999542236328,18.530000686645508,,0.0541764668055943,-0.9388886094093324,0.22195205290883643
2019-01-16,2616.10009765625,2625.760009765625,2612.679931640625,2614.75,3882180000.0,0.22195205290883643,,,,,,,,,,19.040000915527344,19.040000915527344,17.760000228881836,18.07999992370605,,-0.4142881333827972,0.2710403129458427,0.7562730706235749
2019-01-17,2635.9599609375,2645.06005859375,2606.360107421875,2609.280029296875,3802410000.0,0.7562730706235749,,,,,,,,,,18.059999465942383,19.71999931335449,17.850000381469727,19.51000022888184,,-0.7230966456234456,-0.1312774512916803,1.3096912839855779
2019-01-18,2670.7099609375,2675.469970703125,2647.580078125,2651.27001953125,4009010000.0,1.3096912839855779,,,,,,,,,,17.799999237060547,18.18000030517578,17.170000076293945,17.799999237060547,,-0.6789242917937892,0.0134857645524399,-1.425847682797247
2019-01-22,2632.89990234375,2657.8798828125,2617.27001953125,2657.8798828125,3923950000.0,-1.425847682797247,,,,,,,,,,20.799999237060547,21.149999618530277,18.200000762939453,18.530000686645508,,-0.3886830322444439,-0.1380009441636503,0.2200489919450871
2019-01-23,2638.699951171875,2653.18994140625,2612.860107421875,2643.47998046875,3358770000.0,0.2200489919450871,68.03969999096357,,,,,,,,,19.520000457763672,22.020000457763672,19.46999931335449,20.850000381469727,,-0.380352058662818,0.0681642740964889,0.1374780110977555
2019-01-24,2642.330078125,2647.199951171875,2627.010009765625,2638.840087890625,3449230000.0,0.1374780110977555,68.38624910498461,,,,,,,,,18.88999938964844,20.25,18.6299991607666,19.690000534057617,,-0.1997205872427333,-0.4412014683087666,0.8452867700518018
2019-01-25,2664.760009765625,2672.3798828125,2657.330078125,2657.43994140625,3821000000.0,0.8452867700518018,70.51372513215904,,,,,,,,,17.420000076293945,18.459999084472656,17.309999465942383,18.43000030517578,,-0.2212743982672691,0.0148596285531917,-0.7877775848708899
2019-01-28,2643.85009765625,2644.969970703125,2624.06005859375,2644.969970703125,3630820000.0,-0.7877775848708899,66.05122284906943,,,,,,,,,18.8700008392334,20.420000076293945,18.420000076293945,18.559999465942383,,-0.2386069068064291,-0.0934250308200717,-0.14573079351148382
2019-01-29,2640.0,2650.929931640625,2631.050048828125,2644.889892578125,3518070000.0,-0.14573079351148382,65.23261891225968,,,,,,,,,19.1299991607666,19.93000030517578,18.420000076293945,19.450000762939453,,-0.5913777314126492,0.1235352782532571,1.5429609891560045
2019-01-30,2681.050048828125,2690.43994140625,2648.340087890625,2653.6201171875,3883270000.0,1.5429609891560045,69.56383203881911,,,,,2716.387382099989,2602.5544921875,2488.721602275011,8.74778147809771,17.65999984741211,19.309999465942383,17.540000915527344,19.149999618530277,,-0.1714205058912436,0.1124300765804946,0.8560648809767757
2019-01-31,2704.10009765625,2708.949951171875,2678.64990234375,2685.489990234375,4953800000.0,0.8560648809767757,71.69603120191161,,,,,2725.974492486332,2612.2579956054688,2498.5414987246054,8.70637563917236,16.56999969482422,17.719999313354492,16.540000915527344,17.389999389648438,,-0.4271081155882432,0.2853709332644939,0.08982065848071141
2019-02-01,2706.530029296875,2716.659912109375,2696.8798828125,2702.320068359375,3782490000.0,0.08982065848071141,71.91936355053713,,,,,2718.1231131627083,2625.1900024414062,2532.2568917201042,7.080105488355123,16.139999389648438,16.829999923706055,16.079999923706055,16.6299991607666,,-0.2578174462541938,-0.2083912764986355,0.6753381117479677
