Date,Actual,Predicted
2023-02-27,-0.30406198309477117,0.41314375
2023-02-28,-0.4736464203492832,-0.018012092
2023-03-01,0.7553593731195973,0.030519677
2023-03-02,1.601874917648306,0.3832088
2023-03-03,0.06869307788483012,-0.18486153
2023-03-06,-1.5445590479262548,0.01619688
2023-03-07,0.1413794135603272,-0.18564
2023-03-08,-1.8631857945482353,-0.12860313
2023-03-09,-1.458396943606664,0.09400243
2023-03-10,-0.15109018407387678,-0.113439776
2023-03-13,1.6342388235363665,-0.46202004
2023-03-14,-0.7005363929353597,-0.06948774
2023-03-15,1.7409576249031722,-0.34442005
2023-03-16,-1.1080621273953701,-0.006335569
2023-03-17,0.8878869635940854,0.101574734
2023-03-20,1.2898647518559103,0.21894522
2023-03-21,-1.6600248639842885,0.066894665
2023-03-22,0.2980083869182423,0.1388099
2023-03-23,0.5623963084303207,0.3656693
2023-03-24,0.1645599563767083,0.5248859
2023-03-27,-0.15750832883878865,0.5177245
2023-03-28,1.4136870775046801,0.33012
2023-03-29,0.5698999199482653,0.30823424
2023-03-30,1.4333327782036556,0.35586205
2023-03-31,0.36920225658028233,-0.11196763
2023-04-03,-0.5813839745162529,0.14850119
2023-04-04,-0.2495481657121423,0.18330932
2023-04-05,0.3572773132803247,0.12197355
2023-04-06,0.09958070170100844,0.10336961
2023-04-10,-0.0041353332983520815,0.12254651
2023-04-11,-0.4143456323461385,0.11084776
2023-04-12,1.3175510497831548,0.031161195
2023-04-13,-0.20715175845779887,-0.036476802
2023-04-14,0.33007035826147535,-0.02303955
2023-04-17,0.08548548034659753,0.09174555
2023-04-18,-0.008426554793962825,0.040623844
2023-04-19,-0.5970335188311131,0.040623844
2023-04-20,0.0902781257300886,0.0638012
2023-05-01,-1.1653906680571788,0.10302881
2023-05-02,-0.7022908054892971,-0.09437853
2023-05-03,-0.7244913455062743,0.25993687
2023-05-04,1.8306166381879798,0.22468683
2023-05-05,0.045202648488206564,-0.06416115
2023-05-08,-0.4589938949059595,0.14020535
2023-05-09,0.4473942241914432,-0.042591274
2023-05-10,-0.16980648897067582,0.107143916
2023-05-11,-0.15845615894390477,0.011093381
2023-05-12,0.29537976803169347,0.0016701496
2023-05-15,-0.6398107681917463,0.07719245
2023-05-16,1.1820688622071573,0.32320535
2023-05-17,0.9400723063727155,0.18441841
2023-05-18,-0.14469138806754414,0.13244095
2023-05-19,0.015502267980239145,0.06544983
2023-05-22,-1.1285468768284297,0.06544983
2023-05-23,-0.734551267830521,-0.15496579
2023-05-24,0.8719456079011882,0.07945111
2023-05-25,1.2964680931640788,-0.010458567
2023-05-26,0.001660313066576836,0.047806703
2023-05-30,-0.6127358186214099,0.01161107
2023-05-31,0.9806215085853812,-0.12694341
2023-06-01,1.4429812390107408,-0.012350367
2023-06-02,-0.2005591490657713,0.12897637
2023-06-05,0.2351130233850576,-0.017389968
2023-06-06,-0.3819293926420617,0.08793248
2023-06-07,0.616957160752325,0.035566166
2023-06-08,0.11474010230505238,0.0955105
2023-06-09,0.927797498175416,0.06313268
2023-06-12,0.6908570725908897,-0.033399995
2023-06-13,0.08190899801265841,0.07023597
2023-06-14,1.2104580493589998,-0.111014016
2023-06-15,-0.36783764677510894,0.038276702
2023-06-16,-0.4746353835236048,-0.11632932
2023-06-20,-0.5259086366925201,0.008030917
2023-06-21,0.37039303873345253,0.07917326
2023-06-22,-0.7688288056502157,0.07917326
2023-06-23,-0.4496934363132171,-0.022928692
2023-06-26,1.139073352418076,-0.31887612
2023-06-27,-0.035413938838982154,-0.24158484
2023-06-28,0.446356811449,-0.31107068
2023-06-29,1.21943502618858,-0.045576084
2023-06-30,0.11699930926736418,-0.020090263
2023-07-03,-0.19702580976127165,0.046006996
2023-07-05,-0.7954061175894762,-0.19457094
2023-07-06,-0.28692127957334823,-0.121376656
2023-07-07,0.2402138610626312,-0.1850549
2023-07-10,0.6719583998254874,-0.015934186
2023-07-11,0.7383905235389678,-0.14407253
2023-07-12,0.8434482989627111,-0.0040162303
2023-07-13,-0.10249321969074839,0.008718355
2023-07-14,0.38479695744204134,-0.21754652
2023-07-17,0.7092066941428338,-0.0619545
2023-07-18,0.2355134827233639,-0.12557319
2023-07-19,-0.6779827396257692,-0.16916077
2023-07-20,0.03240420146130911,-0.34460244
2023-07-21,0.4026038496874852,-0.28551838
2023-07-24,0.28107195758387044,-0.3401588
2023-07-25,-0.015545097867591855,-0.29439434
2023-07-26,-0.6445393055197076,-0.19024199
2023-07-27,0.9829375810433848,-0.19024199
2023-07-28,0.14676354365687913,-0.09184548
2023-07-31,-0.26686453076827116,-0.12443793
2023-08-01,-1.3936200638336183,-0.19024199
2023-08-02,-0.25512254502915277,-0.46162882
2023-08-03,-0.531416937393797,-0.43284938
2023-08-04,0.8983618964856572,-0.38609982
2023-08-07,-0.4227205100058866,-0.104363255
2023-08-08,-0.7063619102045117,-0.3276084
2023-08-09,0.025068252108086324,-0.3916635
2023-08-10,-0.10702648992294865,-0.13253152
2023-08-11,0.573400487941905,-0.360833
2023-08-14,-1.1618139396096483,0.046948466
2023-08-15,-0.7584081792624527,-0.20691366
2023-08-16,-0.7742811377529081,-0.13112973
2023-08-17,-0.014871788395720285,-0.09425353
2023-08-18,0.6855634859799785,-0.038895175
2023-08-21,-0.27813310465456836,-0.15524442
2023-08-22,1.098433071079136,-0.24843782
2023-08-23,-1.354935398400801,0.01353065
2023-08-24,0.6695501060295156,-0.39056748
2023-08-25,0.6245078594196461,0.0796837
2023-08-28,1.4404068712056506,0.00085095834
2023-08-29,0.3825854181192944,-0.035681944
2023-08-30,-0.15982129743398577,-0.00057645096
2023-08-31,0.1797512765518541,0.09448467
2023-09-01,-0.4202997821381205,-0.10184402
2023-09-05,-0.6996014491432261,-0.12930566
2023-09-06,-0.3216433115732967,-0.21005073
2023-09-07,0.14256060622570593,-0.10323134
2023-09-08,0.6700951498135518,-0.11061451
2023-09-11,-0.5712169023003997,-0.023356056
2023-09-12,0.12408621175346041,-0.19093029
2023-09-13,0.839458553366625,0.1700902
2023-09-14,-1.2234145842493929,0.031083176
2023-09-15,0.07210276941755188,-0.19503842
2023-09-18,-0.21533273615331264,-0.036502447
2023-09-19,-0.9439204206291041,-0.005672056
2023-09-20,-1.6536918318488085,0.02382862
2023-09-21,-0.22982374027607494,-0.14007172
2023-09-22,0.4014994203806617,-0.09093687
2023-09-25,-1.4844165482264944,0.1692651
2023-09-26,0.02292877722947923,-0.3108608
2023-09-27,0.5875877143000698,-0.083667964
2023-09-28,-0.2713259648289315,-0.25213116
2023-09-29,0.007936440615299325,-0.14719707
2023-10-02,-1.3839395863449198,0.24714871
2023-10-03,0.8077047607828945,-0.018567134
2023-10-04,-0.13048811469951227,0.02817011
2023-10-05,1.1745642093961117,-0.39814374
2023-10-06,0.6284068119387409,-0.37074754
2023-10-09,0.5194476099985355,-0.19271725
2023-10-10,0.42838195000950735,-0.29529467
2023-10-11,-0.6266024940654918,0.012828839
2023-10-12,-0.5031495660219892,-0.03478001
2023-10-13,1.0538642302589984,0.17602076
2023-10-16,-0.009824987944376508,0.12328345
2023-10-17,-1.3490408251151897,-0.06668812
2023-10-18,-0.8519032328057976,0.023529002
2023-10-19,-1.2665149196155916,0.38259152
2023-10-20,-0.16869920654349177,0.04670194
2023-10-23,0.723952351962882,-0.010632887
2023-10-24,-1.4443434657238052,-0.2012162
2023-10-25,-1.1903081205584871,-0.35263243
2023-10-26,-0.481183857862075,-0.49031118
2023-10-27,1.1938474300285915,-0.26149607
2023-10-30,0.6454084821688244,-0.019436017
2023-10-31,1.0451194990191868,-0.29862386
2023-11-01,1.8682938934086475,-0.42206857
2023-11-02,0.9349883544551459,-0.2306595
2023-11-03,0.17514577241005863,-0.040665627
2023-11-06,0.2836093401711954,-0.043810394
2023-11-07,0.10044110324198868,0.03585331
2023-11-08,-0.8116690699068705,0.0055016824
2023-11-09,1.5495759270772258,-0.11357234
2023-11-10,-0.08361884413700847,0.043295886
2023-11-13,1.889537047457725,0.036775056
2023-11-14,0.15957382078471766,-0.073258124
2023-11-15,0.11897193967137305,-0.061405912
2023-11-16,0.12812279371779872,-0.08210202
2023-11-17,0.7363103793795632,-0.1203327
2023-11-20,-0.2022975931757968,-0.0898307
2023-11-21,0.40529050943133244,-0.24016277
2023-11-22,0.059669560964503224,-0.09510628
2023-11-24,-0.19560693168983587,-0.3587984
2023-11-27,0.09796385280502917,-0.123955786
2023-11-28,-0.09466966151019382,-0.31342956
2023-11-29,0.3776931264994605,-0.19499803
2023-11-30,0.5856558953846637,-0.05285641
2023-12-01,-0.5423188063826943,0.07502708
2023-12-04,-0.05690315939348026,-0.0026683249
2023-12-05,-0.3913851944943747,-0.13276562
2023-12-06,0.7936610684821922,-0.016408145
2023-12-07,0.40871341465037936,-0.023749527
2023-12-08,0.3916813547781492,-0.022759732
2023-12-11,0.45888127956924,-0.05863936
2023-12-12,1.355834517501981,-0.11181716
2023-12-13,0.26435651851544323,-0.104991
2023-12-14,-0.007625240044859477,-0.3050337
2023-12-15,0.4518122263400515,-0.26425037
2023-12-18,0.5849267450818904,-0.32285133
2023-12-19,-1.4793147965305629,-0.2708294
2023-12-20,1.0248769307271877,-0.63001794
2023-12-21,0.16586821527610754,-0.507532
2023-12-22,0.4222761046978559,-0.43983775
2023-12-26,0.14294356164229985,-0.39729312
2023-12-27,0.03701061103271183,-0.30317932
2023-12-28,-0.28304770367338355,-0.3169193
2023-12-29,-0.5676660799723162,-0.5195119
2024-01-02,-0.8048618327197647,-0.53441006
2024-01-03,-0.34342716633174286,-0.42170554
2024-01-04,0.18240216394339806,-0.10422796
2024-01-05,1.401594543635314,-0.35013208
2024-01-08,-0.1478993852317584,-0.09391351
2024-01-09,0.5649980650495912,-0.12006602
2024-01-10,-0.06712808369611646,-0.2331759
2024-01-11,0.07506937530339595,-0.3422612
2024-01-12,-0.37383190523568344,-0.37310502
2024-01-16,-0.5632731271107821,-0.24830759
2024-01-17,0.8766720726243148,-0.24853975
2024-01-18,1.2238308232548512,-0.27418387
2024-01-19,0.21919211872316854,-0.16765496
2024-01-22,0.2917115340764486,-0.38948253
2024-01-23,0.08115989762168653,-0.17077938
2024-01-24,0.524657813497798,-0.06504559
2024-01-25,-0.06519977554263648,-0.12163795
2024-01-26,0.7528365505246204,-0.2914691
2024-01-29,-0.06008303969786162,-0.34457487
2024-01-30,-1.6236851740733682,-0.13850524
2024-01-31,1.2416286114049784,-0.3221289
2024-02-01,1.062777072263312,0.11537693
2024-02-02,-0.31914247092839715,0.12911674
2024-02-05,0.23077459317481075,-0.06853219
2024-02-06,0.8207682594008627,-0.17511152
2024-02-07,0.057042054009059505,-0.36327696
2024-02-08,0.5725917128795516,-0.09749738
2024-02-09,-0.09494041426524416,-0.3666376
2024-02-12,-1.3768609419845443,-0.30160597
2024-02-13,0.9534168304216807,-0.28684074
2024-02-14,0.580437267404004,0.11537693
2024-02-15,-0.48150435759610427,-0.24195711
2024-02-16,-0.602342646581725,-0.18885134
2024-02-20,0.12634014951035982,-0.18537374
2024-02-21,2.090288866640342,-0.12263124
2024-02-22,0.0347887026502183,-0.096439146
2024-02-23,-0.3793939244668484,-0.23977353
2024-02-26,0.1704895538720964,-0.1111215
2024-02-27,-0.1659531321112244,-0.18885134
2024-02-28,0.5215470455799964,-0.1331613
2024-02-29,0.7975936433387976,-0.19951542
2024-03-01,-0.11939745749630112,-0.43231985
2024-03-04,-1.0245406275917994,-0.38584128
